user_id,username
1480,Дмитрий Мещеряков
1481,Илья
1482,Макс
1483,Мамонтофф
1484,Матвеев Арнольда
1485,Никита Авдеенко
1486,Никита Кирпа
1487,Руслан Млтее
1488,Сергей Функ
1489,мц аскет
1490,саша курочка
1491,ברק מיוחס
1492,حسین صدری
1493,محمد النجار
1494,매트 - Chicago Kpop Stan
1495,𝒯ₒຟ𝘢
1496,𝕽𝖊𝖕𝖔𝕵𝖆𝖈𝖐 🎃
1497,𝗔𝗹𝗲𝘅𝗮𝗻𝗱𝗲𝗿 𝗞𝗮𝘁𝗶𝗻
1498,𝙳𝚘𝚞𝚐𝚕𝚊𝚜 𝙶𝚒𝚘𝚟𝚊𝚗𝚒𝚗𝚒
1499,🐼
